Company,Product,TypeName,Inches,ScreenResolution,CPU_Frequency (GHz),RAM (GB),Memory,OpSys,Weight (kg),Price,CPU,GPU,Memory_Type,GPU_Type,Memory_Type_Score,GPU_Type_Score,Price_Range
Dell,Precision M5520,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,2.8,8,256GB SSD,Windows 10,1.78,2712,Intel Core i7 7700HQ,Nvidia Quadro M1200,SSD,Integrated,3.0,1,High Budget
Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel 2560x1440,2.7,16,1TB SSD,Windows 10,1.13,2625,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,1.1,4,1TB HDD,Windows 10,2.2,306,Intel Celeron Dual Core N3350,Intel HD Graphics 500,HDD,Integrated,1.0,1,Low Budget
Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,2.9,1529,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,Hybrid,Integrated,2.5,1,High Budget
Lenovo,ThinkPad E580,Notebook,15.6,IPS Panel Full HD 1920x1080,1.6,8,256GB SSD +  1TB HDD,Windows 10,2.1,1144,Intel Core i5 8250U,AMD Radeon RX 550,Hybrid,Discrete,2.5,2,Mid Budget
Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,2.8,8,256GB SSD,Linux,2.5,879,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,SSD,Integrated,3.0,1,Mid Budget
MSI,GE73VR 7RF,Gaming,17.3,Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,2.8,2249,Intel Core i7 7700HQ,Nvidia GeForce GTX 1070,Hybrid,Integrated,2.5,1,High Budget
Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,2.7,8,512GB SSD,Windows 10,1.1,1873,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Toshiba,Portege Z30-C-16P,Ultrabook,13.3,Full HD 1920x1080,2.5,16,512GB SSD,Windows 10,1.2,1747,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,2.8,8,512GB SSD,Windows 10,1.36,1680,Intel Core i7 7600U,Intel HD Graphics,SSD,Integrated,3.0,1,High Budget
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,2.0,4,500GB HDD,Windows 10,2.2,409,Intel Core i3 6006U,Intel HD Graphics 520,HDD,Integrated,1.0,1,Low Budget
Lenovo,Lenovo IdeaPad,Notebook,11.6,1366x768,1.1,2,32GB Flash Storage,Windows 10,1.15,304,Intel Celeron Dual Core N3350,Intel HD Graphics 500,Flash Storage,Integrated,2.0,1,Low Budget
Lenovo,ThinkPad P51,Workstation,15.6,Full HD 1920x1080,2.8,8,512GB SSD,Windows 10,2.67,1925,Intel Core i7 7700HQ,Nvidia Quadro M1200,SSD,Integrated,3.0,1,High Budget
Lenovo,Thinkpad T470p,Ultrabook,14.0,IPS Panel Full HD 2560x1440,2.8,8,512GB SSD,Windows 10,1.7,1943,Intel Core i7 7700HQ,Nvidia GeForce GT 940MX,SSD,Integrated,3.0,1,High Budget
HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,2.0,4,1TB HDD,Windows 10,2.1,469,Intel Core i3 6006U,AMD Radeon 520,HDD,Integrated,1.0,1,Low Budget
Acer,Aspire R7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,2.5,8,256GB SSD,Windows 10,1.6,789,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
Asus,ZenBook Flip,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,2.5,8,256GB SSD,Windows 10,1.27,928,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,2.5,4,256GB SSD,Linux,2.3,598,Intel Core i5 7200U,AMD Radeon R5 M430,SSD,Integrated,3.0,1,Low Budget
Dell,Latitude 3380,Notebook,13.3,1366x768,2.0,4,128GB SSD,Windows 10,1.65,689,Intel Core i3 6006U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
HP,EliteBook 1040,Ultrabook,14.0,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.43,1500,Intel Core i7 6500U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
Dell,Inspiron 3567,Notebook,15.6,1366x768,2.5,8,1TB HDD,Windows 10,2.14,539,Intel Core i5 7200U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Low Budget
Lenovo,ThinkPad E480,Ultrabook,14.0,IPS Panel Full HD 1920x1080,1.8,8,256GB SSD,Windows 10,1.75,1215,Intel Core i7 8550U,AMD Radeon RX 550,SSD,Discrete,3.0,2,Mid Budget
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,2.8,16,512GB SSD,Windows 10,2.0,1899,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,SSD,Integrated,3.0,1,High Budget
Chuwi,LapBook 12.3,Notebook,12.3,IPS Panel Retina Display 2736x1824,1.1,6,64GB Flash Storage,Windows 10,1.4,449,Intel Celeron Quad Core N3450,Intel HD Graphics 500,Flash Storage,Integrated,2.0,1,Low Budget
HP,ProBook 650,Notebook,15.6,Full HD 1920x1080,2.9,8,256GB SSD,Windows 10,2.31,1427,Intel Core i7 7820HQ,Intel HD Graphics 630,SSD,Integrated,3.0,1,Mid Budget
Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,2.4,8,1TB HDD,Linux,2.3,597,Intel Core i3 7100U,Nvidia GeForce 940MX,HDD,Integrated,1.0,1,Low Budget
Dell,Alienware 17,Gaming,17.3,IPS Panel 2560x1440,2.9,16,256GB SSD +  1TB HDD,Windows 10,4.42,2799,Intel Core i7 7820HK,Nvidia GeForce GTX 1070,Hybrid,Integrated,2.5,1,High Budget
Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,2.8,8,128GB SSD +  1TB HDD,Windows 10,2.62,1159,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050 Ti,Hybrid,Integrated,2.5,1,Mid Budget
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,1.8,8,256GB SSD +  2TB HDD,Windows 10,2.02,1142,Intel Core i7 8550U,AMD Radeon 530,Hybrid,Integrated,2.5,1,Mid Budget
Dell,Latitude 5480,Ultrabook,14.0,Full HD 1920x1080,2.8,8,256GB SSD,Linux,1.6,1099,Intel Core i7 7600U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
HP,Omen 17-w207nv,Gaming,17.3,Full HD 1920x1080,2.8,12,256GB SSD +  1TB HDD,Windows 10,3.35,1999,Intel Core i7 7700HQ,Nvidia GeForce GTX 1070,Hybrid,Integrated,2.5,1,High Budget
Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,1.1,4,32GB SSD,Windows 10,1.16,299,Intel Celeron Dual Core N3350,Intel HD Graphics 500,SSD,Integrated,3.0,1,Low Budget
Samsung,Chromebook 3,Netbook,11.6,1366x768,1.6,4,16GB Flash Storage,Chrome OS,1.15,269,Intel Celeron Dual Core N3060,Intel HD Graphics 400,Flash Storage,Integrated,2.0,1,Low Budget
Lenovo,Thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,2.7,8,256GB SSD,Windows 10,1.4,1010,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,2.7,4,128GB SSD,Windows 10,1.7,599,Intel Core i3 7130U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Low Budget
Lenovo,Thinkpad T570,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,2.8,16,512GB SSD,Windows 10,2.3,2445,Intel Core i7 7600U,Nvidia GeForce 940MX,SSD,Integrated,3.0,1,High Budget
Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,2.9,16,512GB SSD,Windows 10,2.5,2449,Intel Core i7 7820HQ,Nvidia Quadro M2200M,SSD,Integrated,3.0,1,High Budget
Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,3.2,8,256GB SSD +  1TB HDD,Windows 10,3.2,1695,AMD Ryzen 1600,AMD Radeon RX 580,Hybrid,Discrete,2.5,2,High Budget
HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,1366x768,1.6,4,500GB HDD,Windows 10,2.1,347,Intel Celeron Dual Core N3060,Intel HD Graphics 400,HDD,Integrated,1.0,1,Low Budget
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,1.3,16,512GB SSD,Chrome OS,1.1,2199,Intel Core i7 7Y75,Intel HD Graphics 615,SSD,Integrated,3.0,1,High Budget
Lenovo,ThinkPad T470s,Ultrabook,14.0,2560x1440,2.7,24,512GB SSD,Windows 10,1.32,2382,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,2.5,4,256GB SSD,Linux,2.0,559,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Low Budget
Lenovo,IdeaPad 320-15AST,Notebook,17.3,1600x900,2.5,8,1TB HDD,Windows 10,2.8,519,AMD A6-Series 9220,AMD Radeon R4,HDD,Integrated,1.0,1,Low Budget
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,1.6,4,256GB SSD,Windows 10,2.2,749,Intel Core i5 8250U,AMD Radeon 530,SSD,Integrated,3.0,1,Mid Budget
Lenovo,ThinkPad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.36,1429,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Full HD 1920x1080,1.1,4,128GB SSD,Windows 10,2.2,349,Intel Pentium Quad Core N4200,Intel HD Graphics 505,SSD,Integrated,3.0,1,Low Budget
HP,Omen 15-AX205na,Gaming,15.6,IPS Panel Full HD 1920x1080,2.8,8,128GB SSD +  1TB HDD,Windows 10,2.2,1099,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,Hybrid,Integrated,2.5,1,Mid Budget
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,2.8,8,256GB SSD,Windows 10,1.64,1179,Intel Core i5 7440HQ,Nvidia GeForce 930MX,SSD,Integrated,3.0,1,Mid Budget
Acer,Aspire ES1-572,Notebook,15.6,1366x768,2.5,4,500GB HDD,Linux,2.4,441,Intel Core i5 7200U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Low Budget
Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,3.0,8,64GB Flash Storage +  1TB HDD,Windows 10,2.23,1993,Intel Xeon E3-1505M V6,Nvidia Quadro M620,HDD,Integrated,1.0,1,High Budget
MSI,GV62 7RD-1686NL,Gaming,15.6,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,2.2,1027,Intel Core i5 7300HQ,Nvidia GeForce GTX 1050,SSD,Integrated,3.0,1,Mid Budget
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,2.5,16,512GB SSD,Windows 10 S,1.25,2589,Intel Core i7 7660U,Intel Iris Plus Graphics 640,SSD,Integrated,3.0,1,High Budget
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,1366x768,2.5,8,128GB SSD,Windows 10,1.91,589,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Low Budget
Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,2.7,16,256GB SSD,Windows 10,2.17,1975,Intel Core i7 6820HQ,Nvidia Quadro M620,SSD,Integrated,3.0,1,High Budget
HP,ProBook 650,Workstation,15.6,IPS Panel Full HD 1920x1080,2.9,8,512GB SSD,Windows 10,2.31,1534,Intel Core i7 7820HQ,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Lenovo,ThinkPad T470,Notebook,14.0,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.65,1345,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,1.8,8,128GB SSD +  1TB HDD,Windows 10,2.36,979,Intel Core i7 8550U,AMD Radeon 530,Hybrid,Integrated,2.5,1,Mid Budget
Dell,Inspiron 3168,2 in 1 Convertible,11.6,Touchscreen 1366x768,1.6,4,500GB HDD,Windows 10,1.47,479,Intel Pentium Quad Core N3710,Intel HD Graphics 405,HDD,Integrated,1.0,1,Low Budget
Dell,Alienware 17,Notebook,17.3,IPS Panel Full HD 1920x1080,2.7,8,1TB HDD,Windows 10,4.42,2046,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,HDD,Integrated,1.0,1,High Budget
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,2.2,4,128GB SSD,Windows 10 S,1.252,989,Intel Core M m3-7Y30,Intel HD Graphics 615,SSD,Integrated,3.0,1,Mid Budget
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,2.5,8,256GB SSD,Windows 10 S,1.25,1799,Intel Core i7 7660U,Intel Iris Plus Graphics 640,SSD,Integrated,3.0,1,High Budget
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,1600x900,2.0,8,256GB SSD,Windows 10,2.5,639,Intel Core i3 6006U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,2.0,4,1TB HDD,Windows 10,2.23,544,Intel Core i3 6006U,Nvidia GeForce 940MX,HDD,Integrated,1.0,1,Low Budget
Acer,TravelMate B,Netbook,11.6,1366x768,1.6,4,128GB SSD,Windows 10,1.4,435,Intel Celeron Dual Core N3060,Intel HD Graphics 400,SSD,Integrated,3.0,1,Low Budget
Asus,Pro P2540UA-AB51,Notebook,15.6,Full HD 1920x1080,2.5,8,1TB HDD,Windows 10,2.37,749,Intel Core i5 7200U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,2.7,8,512GB SSD,No OS,1.5,799,Intel Core i7 7500U,AMD Radeon R7 M460,SSD,Integrated,3.0,1,Mid Budget
Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,2.9,8,256GB SSD,Windows 10,2.67,2090,Intel Core i7 7820HQ,Nvidia Quadro M2200M,SSD,Integrated,3.0,1,High Budget
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,1366x768,1.1,4,500GB HDD,Windows 10,2.0,304,Intel Pentium Quad Core N4200,Intel HD Graphics 500,HDD,Integrated,1.0,1,Low Budget
Acer,Aspire 5,Notebook,15.6,1366x768,2.0,4,500GB HDD,Windows 10,2.2,469,Intel Core i3 6006U,Nvidia GeForce GTX 940MX,HDD,Integrated,1.0,1,Low Budget
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,1.6,8,2TB HDD,Windows 10,2.02,759,Intel Core i5 8250U,AMD Radeon 530,HDD,Integrated,1.0,1,Mid Budget
HP,Omen 17-an006nv,Gaming,17.3,IPS Panel Full HD 1920x1080,2.8,12,1TB HDD,Windows 10,3.78,1699,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,HDD,Integrated,1.0,1,High Budget
Lenovo,Thinkpad T460s,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,2.6,12,256GB SSD,Windows 10,1.4,1858,Intel Core i7 6600U,Intel HD Graphics 520,SSD,Integrated,3.0,1,High Budget
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,1.8,8,512GB SSD,Windows 10,1.29,1999,Intel Core i7 8550U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,High Budget
HP,ZBook 15u,Notebook,15.6,Full HD 1920x1080,2.5,8,500GB HDD,Windows 10,1.9,1154,Intel Core i5 7200U,AMD FirePro W4190M,HDD,Integrated,1.0,1,Mid Budget
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,1.2,8,128GB SSD,Chrome OS,1.1,1275,Intel Core i5 7Y57,Intel HD Graphics 615,SSD,Integrated,3.0,1,Mid Budget
Dell,Latitude 7390,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,1.6,8,256GB SSD,Windows 10,1.42,1841,Intel Core i5 8250U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,High Budget
Asus,ZenBook Pro,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,2.6,12,128GB SSD +  1TB HDD,Windows 10,2.06,1299,Intel Core i7 6700HQ,Intel HD Graphics 530,Hybrid,Integrated,2.5,1,Mid Budget
Dell,Latitude E5470,Notebook,14.0,1366x768,2.3,8,128GB SSD,Windows 10,1.79,740,Intel Core i3 6100U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
Dell,Precision M5520,Workstation,15.6,Full HD 1920x1080,2.8,8,256GB SSD,Windows 10,1.78,2408,Intel Core i7 7700HQ,Nvidia Quadro M1200,SSD,Integrated,3.0,1,High Budget
Lenovo,Thinkpad T470,Notebook,14.0,Full HD 1920x1080,2.5,8,180GB SSD,Windows 10,1.7,1364,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,1.6,8,1TB HDD,Windows 10,2.2,675,Intel Core i5 8250U,AMD Radeon 520,HDD,Integrated,1.0,1,Mid Budget
Toshiba,Portege X30-D-10J,Notebook,13.3,IPS Panel Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.05,1672,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Dell,Inspiron 7570,Notebook,15.6,IPS Panel Full HD 1920x1080,1.8,8,512GB SSD,Windows 10,2.16,1262,Intel Core i7 8550U,Nvidia GeForce 940MX,SSD,Integrated,3.0,1,Mid Budget
Dell,Vostro 3568,Notebook,15.6,1366x768,2.4,4,1TB HDD,Windows 10,2.18,586,Intel Core i3 7100U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Low Budget
HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,1.6,4,128GB SSD,Windows 10,1.49,726,Intel Core i5 8250U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Chuwi,"Lapbook 15,6",Notebook,15.6,Full HD 1920x1080,1.44,4,64GB Flash Storage,Windows 10,1.89,248,Intel Atom x5-Z8350,Intel HD Graphics,Flash Storage,Integrated,2.0,1,Low Budget
Lenovo,ThinkPad E570,Notebook,15.6,1366x768,2.0,4,128GB SSD,Windows 10,2.3,565,Intel Core i3 6006U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Low Budget
Lenovo,ThinkPad E480,Notebook,14.0,IPS Panel Full HD 1920x1080,1.6,8,256GB SSD,Windows 10,1.75,1049,Intel Core i5 8250U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,2.7,16,512GB SSD,Windows 10,2.17,2338,Intel Core i7 6820HQ,Nvidia Quadro M620,SSD,Integrated,3.0,1,High Budget
Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,2.8,16,512GB SSD,Windows 10,2.06,1899,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,SSD,Integrated,3.0,1,High Budget
Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,2.7,16,512GB SSD,Windows 10,1.36,1798,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Asus,Zenbook UX390UA,Ultrabook,12.5,Full HD 1920x1080,2.7,16,512GB SSD,Windows 10,0.91,1950,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Lenovo,Thinkpad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,2.3,1011,Intel Core i5 7200U,Nvidia GeForce 940MX,SSD,Integrated,3.0,1,Mid Budget
Toshiba,Portege X30-D-10L,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,2.7,32,512GB SSD,Windows 10,1.05,2799,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Asus,VivoBook Pro,Gaming,15.6,Full HD 1920x1080,2.8,8,128GB SSD +  1TB HDD,Windows 10,1.99,1350,Intel Core i7 7700HQ,Nvidia GeForce GTX 1050,Hybrid,Integrated,2.5,1,Mid Budget
Acer,Aspire 5,Notebook,15.6,1366x768,2.5,8,1TB HDD,Windows 10,2.2,579,AMD A10-Series 9620P,AMD Radeon RX 540,HDD,Discrete,1.0,2,Low Budget
Asus,Rog G752VL-UH71T,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,2.6,24,256GB SSD +  1TB HDD,Windows 10,4.33,1269,Intel Core i7 6700HQ,Nvidia GeForce GTX 965M,Hybrid,Integrated,2.5,1,Mid Budget
Lenovo,Thinkpad X260,Ultrabook,12.5,IPS Panel 1366x768,2.3,8,180GB SSD,Windows 10,1.3,1099,Intel Core i5 6200U,Intel HD Graphics 520,SSD,Integrated,3.0,1,Mid Budget
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Full HD 1920x1080,1.8,8,256GB SSD,Windows 10,2.17,898,Intel Core i7 8550U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,2.8,8,1TB SSD,Windows 10,1.48,1749,Intel Core i7 7600U,Intel HD Graphics 620,SSD,Integrated,3.0,1,High Budget
Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,2.4,8,256GB SSD,Windows 10,1.4,949,Intel Core i3 7100U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Lenovo,ThinkPad L570,Notebook,15.6,IPS Panel Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,2.3,911,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Asus,VivoBook E201NA,Netbook,11.6,1366x768,1.1,4,64GB Flash Storage,Windows 10 S,1.2,340,Intel Celeron Dual Core N3350,Intel HD Graphics 500,Flash Storage,Integrated,2.0,1,Low Budget
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,1366x768,2.5,8,256GB SSD,Windows 10,1.91,618,Intel Core i5 7200U,AMD Radeon 520,SSD,Integrated,3.0,1,Mid Budget
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,1.6,8,256GB SSD,Windows 10,1.4,1599,Intel Core i5 8250U,Intel UHD Graphics 620,SSD,Integrated,3.0,1,High Budget
Lenovo,IdeaPad 320-14IAP,Notebook,14.0,1366x768,1.1,4,500GB HDD,Windows 10,2.1,299,Intel Celeron Dual Core N3350,Intel HD Graphics 500,HDD,Integrated,1.0,1,Low Budget
Lenovo,Chromebook N23,Netbook,11.6,1366x768,1.6,4,16GB SSD,Chrome OS,1.25,265,Intel Celeron Dual Core N3060,Intel HD Graphics 400,SSD,Integrated,3.0,1,Low Budget
Lenovo,ThinkPad 13,Notebook,13.3,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,1.44,949,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Full HD 1920x1080,2.7,8,256GB SSD +  1TB HDD,Windows 10,2.0,1224,Intel Core i7 7500U,Intel HD Graphics 620,Hybrid,Integrated,2.5,1,Mid Budget
Acer,Aspire A515-51G-59QF,Notebook,15.6,IPS Panel Full HD 1920x1080,1.6,4,1TB HDD,Windows 10,2.2,613,Intel Core i5 8250U,Nvidia GeForce MX150,HDD,Integrated,1.0,1,Mid Budget
HP,Envy 13-AB002nv,Ultrabook,13.3,IPS Panel Full HD 1920x1080,2.7,8,512GB SSD,Windows 10,1.34,1323,Intel Core i7 7500U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,2.8,8,256GB SSD +  1TB HDD,No OS,2.4,1149,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,Mid Budget
Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,2.5,8,128GB SSD,Windows 10,1.29,899,Intel Core i5 7200U,Intel HD Graphics 620,SSD,Integrated,3.0,1,Mid Budget
Acer,Aspire A515-51G,Notebook,15.6,Full HD 1920x1080,2.7,4,500GB HDD,Windows 10,2.2,639,Intel Core i7 7500U,Nvidia GeForce 940MX,HDD,Integrated,1.0,1,Mid Budget
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,2.5,8,1TB HDD,Windows 10,2.18,836,Intel Core i5 7200U,Intel HD Graphics 620,HDD,Integrated,1.0,1,Mid Budget
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,1.8,16,256GB SSD +  2TB HDD,Windows 10,2.2,1219,Intel Core i7 8550U,AMD Radeon 530,Hybrid,Integrated,2.5,1,Mid Budget
Xiaomi,Mi Notebook,Notebook,15.6,IPS Panel Full HD 1920x1080,1.8,16,256GB SSD,No OS,1.95,1399,Intel Core i7 8550U,Nvidia GeForce MX150,SSD,Integrated,3.0,1,Mid Budget
Asus,VivoBook E12,Netbook,11.6,1366x768,1.1,2,32GB Flash Storage,Windows 10,1.1,245,Intel Celeron Dual Core N3350,Intel HD Graphics 500,Flash Storage,Integrated,2.0,1,Low Budget
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,Touchscreen 1366x768,1.6,4,1TB HDD,Windows 10,2.04,521,Intel Core i5 8250U,Intel UHD Graphics 620,HDD,Integrated,1.0,1,Low Budget
Asus,ROG Zephyrus,Gaming,15.6,Full HD 1920x1080,2.8,24,512GB SSD,Windows 10,2.24,2968,Intel Core i7 7700HQ,Nvidia GeForce GTX1080,SSD,Integrated,3.0,1,High Budget
HP,Probook 450,Notebook,15.6,Full HD 1920x1080,2.5,8,256GB SSD,Windows 10,2.04,889,Intel Core i5 7200U,Nvidia GeForce 930MX,SSD,Integrated,3.0,1,Mid Budget
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,2.8,16,256GB SSD +  1TB HDD,Windows 10,3.0,1504,Intel Core i7 7700HQ,Nvidia GeForce GTX1050 Ti,Hybrid,Integrated,2.5,1,High Budget
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,2.8,8,256GB SSD +  1TB HDD,Windows 10,3.2,1399,Intel Core i7 7700HQ,Nvidia GeForce GTX 1060,Hybrid,Integrated,2.5,1,Mid Budget
